labels,family,file_name,free_ener_reac,free_ener_barr,FEHA,FEPA,E$_{p}$(LA),E$_{p}$(LB),d,Mw,γ,λ,Φ,q$_{la}$(NPA),q$_{lb}$(NPA),q$_{la}$(ESP),q$_{lb}$(ESP),EF$_{la}$(NPA),EF$_{lb}$(NPA),EF$_{la}$(ESP),EF$_{lb}$(ESP),EP(NPA),EP(ESP)
22,I,ipr_metriazole.log,8.9,29.75281926,-41.04599649,-182.5607967,0.10519,-0.47294,2.5722151871423975,179.07400000000004,165.47401011616813,186.1658806374119,15.754226634961272,1.08572,-0.24344,-0.019724,-0.234429,0.6563919302174689,-0.14717611492110363,-0.011924505794872855,-0.14172834967482503,-0.20550977081636207,0.0035952494325615864
102,VI,me_Bbenzoxanthene.log,26.2,30.88421979,-36.95588631,-190.5521365,0.02074,-0.37143,4.54262243232981,301.1959999999999,15.958295038055583,99.30400921242133,166.09048786144635,0.93148,-0.52944,0.631717,-0.213119,0.18055945842231594,-0.10262743125682887,0.12245295593697143,-0.04131130160551547,-0.2171269034776759,-0.05927452581787688
45,II,me_aniline.log,22.2,23.8943859,-40.30741722,-178.438056,0.09322,-0.35901,3.0756528543588924,133.00100000000003,26.904422093102127,165.22568823967322,148.74531410490917,0.9163,-0.80032,0.564573,-0.875341,0.38745658543211337,-0.33841455249703045,0.23872915727072416,-0.370137111152168,-0.4768634502822397,-0.3213586954019314
71,II,me_benzopiperidine.log,11.2,17.26411524,-34.14589653,-192.1290692,0.09714,-0.32339,3.0201445178966186,201.12000000000003,68.19897708305274,123.01911742561671,120.95779139982649,0.96512,-0.55433,0.589712,-0.479715,0.42323917270350386,-0.24309326364051445,0.2586095190373515,-0.21037195347051285,-0.3542843505863736,-0.18733785115489868
58,II,me_benzopyrrolidine.log,13.3,18.76449165,-31.78143885,-188.387227,0.10003,-0.30437,3.081361438759822,187.093,66.35639036912924,130.77295388582127,116.87715459837959,0.96915,-0.51338,0.582559,-0.421494,0.40828714352216966,-0.21627865009690084,0.24542263843897402,-0.17756857170895463,-0.32293662193698985,-0.15937443758290576
84,V,me_biphenylene.log,18.5,22.83640404,-37.69321056,-186.1551739,0.02622,-0.32558,3.9557920441992396,235.137,33.55996428137165,97.92143867188199,152.96010644806202,0.94697,-0.55548,0.628794,-0.180098,0.24206349903368635,-0.14199122722286037,0.16073167662268895,-0.04603646583204203,-0.2659507323552855,-0.05725505312042953
59,II,me_cinnoline.log,13.7,20.67212205,-37.76913927,-187.5068305,0.09952,-0.4587,2.7701292834476154,170.022,30.16930643113635,184.43787118672887,60.77020408390802,1.00058,-0.21507,0.679626,-0.233958,0.5215689540843802,-0.1121088118440581,0.35426634750699687,-0.12195449575213718,-0.15536801252263244,-0.11479893061894113
106,VIII,me_dibenzofuran.log,36.0,59.18492079,-38.96642835,-186.5693305,0.09413,-0.46646,5.59986093076971,251.13600000000002,167.72934755103785,135.1908243444424,46.360961628908846,0.92267,-0.54725,0.60063,-0.403122,0.11769334547133256,-0.06980576295878997,0.07661477461112474,-0.05142117638277447,-0.1803370347022516,-0.0864761356945767
43,II,me_dimethylaniline.log,11.6,16.7282217,-34.69371276,-188.4932762,0.09643,-0.31515,3.0390184964269302,161.055,62.72664105976691,127.23956343880847,124.41577102961263,0.95464,-0.52222,0.545928,-0.221801,0.41345945921358673,-0.22617614890484294,0.23644420477829858,-0.09606314580683058,-0.32808757260683996,-0.07968847604604332
79,IV,me_indenoPy.log,16.2,21.16973748,-32.32297998,-190.3638835,0.11207,-0.57873,2.8853937078038414,207.08300000000003,73.02982077784364,184.6407101770911,14.536000976446736,1.059,-0.46884,0.60178,-0.512855,0.5087984629399624,-0.22525502489591312,0.28912628803400436,-0.2464021111530448,-0.3441482239717657,-0.21392289105316187
3,I,me_indole.log,35.3,50.06218041,-42.51938997,-170.8608727,0.08968,-0.29601,2.6511005314255813,185.07700000000003,17.321578860986207,173.07466232367534,162.709996777715,0.86345,-0.40034,0.595616,-0.052384,0.49141090710481783,-0.2278434681224654,0.3389799048539501,-0.02981303950174159,-0.2607774159466675,-0.023537959556156375
